,monate,Gas_Verbrauchstyp_1_kWh,Gas_Verbrauchstyp_2_kWh,Gas_Verbrauchstyp_3_kWh,Gas_Verbrauchstyp_4_kWh,Gas_Verbrauchstyp_5_kWh,Elektrizität_Verbrauchstyp_1_kWh,Elektrizität_Verbrauchstyp_2_kWh,Elektrizität_Verbrauchstyp_3_kWh,Elektrizität_Verbrauchstyp_4_kWh,Elektrizität_Verbrauchstyp_5_kWh,Elektrizität_Verbrauchstyp_6_kWh,Elektrizität_Verbrauchstyp_7_kWh,HeizölBM_800_1500_100l,Heizöl_BM_1501_3000_100l,Heizöl_BM_3001_6000_100l,Heizöl_BM_6001_9000_100l,Heizöl_BM_9001_14_000_100l,Heizöl_BM_14_001_20000_100l,Heizöl_BM_20000_plus_100l,Holz_6t,Bleifrei_95,Bleifrei_98,Diesel
180,2008-01-01,,0.0975,0.0922,0.0901,0.0875,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,111.96,104.52,100.83,99.5,98.41,97.23,96.65,2306.97,1.78,1.84,1.95
181,2008-02-01,,0.0975,0.0922,0.0901,0.0875,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,109.62,102.0,98.39,97.06,95.94,94.89,94.29,2276.76,1.73,1.78,1.9
182,2008-03-01,,0.0979,0.0925,0.0904,0.0878,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,115.97,108.27,104.59,103.18,102.16,100.72,100.27,2268.64,1.79,1.84,1.96
183,2008-04-01,,0.0991,0.0938,0.0917,0.0891,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,116.35,108.77,105.05,103.69,102.63,101.5,100.89,2167.21,1.77,1.83,1.97
184,2008-05-01,,0.0997,0.0944,0.0922,0.0897,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,133.89,126.08,122.5,121.09,120.06,119.05,118.43,2104.98,1.85,1.91,2.1
185,2008-06-01,,0.0997,0.0944,0.0922,0.0897,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,143.31,135.55,131.78,130.41,129.34,128.0,127.45,2078.96,1.94,1.99,2.26
186,2008-07-01,,0.0997,0.0944,0.0922,0.0897,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,146.84,139.08,135.37,134.04,133.01,131.77,131.15,2043.33,1.97,2.03,2.28
187,2008-08-01,,0.0997,0.0944,0.0922,0.0897,0.2387,0.2172,0.1662,0.2011,0.161,0.1211,0.1542,132.39,124.82,121.18,119.79,118.79,117.52,116.99,2061.58,1.91,1.96,2.2
188,2008-09-01,,0.0997,0.0944,0.0922,0.0897,0.2388,0.2174,0.1663,0.2012,0.1612,0.1213,0.1544,127.6,119.92,116.22,114.85,113.79,112.41,111.77,2174.0,1.88,1.94,2.12
189,2008-10-01,,0.1093,0.1041,0.102,0.0994,0.245,0.2219,0.1697,0.2044,0.1632,0.1255,0.1577,121.5,113.83,110.03,108.69,107.56,106.47,105.85,2213.08,1.81,1.86,2.03
190,2008-11-01,,0.1112,0.106,0.104,0.1013,0.2456,0.2225,0.1701,0.205,0.1637,0.1258,0.1582,106.33,98.47,94.6,93.09,92.02,90.87,90.29,2224.33,1.56,1.61,1.83
191,2008-12-01,,0.1119,0.1066,0.1046,0.1019,0.2456,0.2225,0.1701,0.205,0.1637,0.1258,0.1582,86.38,78.58,74.58,73.19,72.08,70.7,70.06,2249.92,1.43,1.48,1.7
192,2009-01-01,,0.1077,0.1024,0.1004,0.0977,0.2456,0.2225,0.1701,0.205,0.1637,0.1258,0.1582,83.73,76.18,71.97,70.52,69.52,67.65,66.89,2313.23,1.34,1.39,1.57
193,2009-02-01,,0.1023,0.097,0.095,0.0923,0.2456,0.2225,0.1701,0.205,0.1637,0.1258,0.1582,81.27,73.41,69.24,67.89,66.8,65.47,64.81,2359.65,1.38,1.44,1.57
194,2009-03-01,,0.1023,0.097,0.095,0.0923,0.2456,0.2225,0.1701,0.205,0.1637,0.1258,0.1582,73.18,64.92,60.79,59.31,58.25,57.23,56.39,2359.05,1.37,1.43,1.51
195,2009-04-01,,0.0989,0.0937,0.0916,0.089,0.2456,0.2225,0.1701,0.205,0.1637,0.1258,0.1582,75.27,67.49,63.32,61.84,60.77,59.25,58.71,2323.29,1.42,1.47,1.52
196,2009-05-01,,0.0984,0.0932,0.0912,0.0885,0.2539,0.2293,0.181,0.2101,0.1738,0.1356,0.1678,75.26,67.37,63.32,61.88,60.8,59.53,58.99,2199.35,1.47,1.52,1.54
197,2009-06-01,,0.0974,0.0921,0.0901,0.0874,0.2539,0.2293,0.181,0.2101,0.1738,0.1356,0.1678,82.57,74.2,70.32,68.92,67.86,66.7,66.16,2208.98,1.59,1.64,1.58
198,2009-07-01,,0.0946,0.0894,0.0874,0.0847,0.2539,0.2293,0.181,0.2101,0.1738,0.1356,0.1678,79.3,71.2,67.27,65.78,64.69,63.65,63.18,2197.98,1.57,1.62,1.61
199,2009-08-01,,0.0946,0.0894,0.0874,0.0847,0.2539,0.2293,0.181,0.2101,0.1738,0.1356,0.1678,84.85,76.67,72.9,71.42,70.37,69.24,68.85,2268.68,1.6,1.65,1.64
200,2009-09-01,,0.0946,0.0894,0.0874,0.0847,0.2539,0.2293,0.181,0.2101,0.1738,0.1356,0.1678,80.65,72.6,68.72,67.3,66.25,65.23,64.59,2292.19,1.59,1.64,1.64
201,2009-10-01,,0.0866,0.0821,0.0804,0.0782,0.2563,0.2317,0.1818,0.2125,0.176,0.1387,0.1704,85.43,77.27,73.53,72.06,70.98,70.04,69.59,2381.51,1.55,1.6,1.62
202,2009-11-01,,0.0866,0.0821,0.0804,0.0782,0.2563,0.2317,0.1818,0.2125,0.176,0.1387,0.1704,85.38,77.27,73.65,72.21,71.14,70.11,69.56,2385.55,1.62,1.67,1.7
203,2009-12-01,,0.0866,0.0821,0.0804,0.0782,0.2563,0.2317,0.1818,0.2125,0.176,0.1387,0.1704,83.44,75.36,71.71,70.24,69.2,68.03,67.5,2418.55,1.58,1.64,1.65
204,2010-01-01,,0.0899,0.0855,0.0837,0.0816,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,94.47,86.47,82.68,81.25,80.16,78.87,78.28,2438.45,1.6,1.65,1.67
205,2010-02-01,,0.0899,0.0855,0.0837,0.0816,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,90.5,82.44,78.58,77.19,76.11,74.98,74.37,2439.45,1.6,1.65,1.66
206,2010-03-01,,0.0899,0.0855,0.0837,0.0816,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,96.55,88.51,84.73,83.3,82.25,81.17,80.63,2424.05,1.66,1.71,1.7
207,2010-04-01,,0.0899,0.0855,0.0837,0.0816,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,100.47,92.37,88.72,87.23,86.24,85.43,84.83,2381.1,1.69,1.75,1.74
208,2010-05-01,,0.09,0.0855,0.0837,0.0818,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,103.28,95.4,91.69,90.25,89.23,88.39,87.83,2261.9,1.7,1.76,1.78
209,2010-06-01,,0.09,0.0855,0.0837,0.0818,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,100.18,92.43,88.67,87.22,86.21,85.21,84.67,2277.06,1.65,1.7,1.72
210,2010-07-01,,0.09,0.0855,0.0837,0.0818,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,95.81,87.7,83.99,82.59,81.52,80.34,79.73,2293.06,1.63,1.68,1.72
211,2010-08-01,,0.09,0.0855,0.0837,0.0818,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,95.32,87.4,83.61,82.2,81.18,80.19,79.73,2337.56,1.62,1.67,1.72
212,2010-09-01,,0.09,0.0855,0.0837,0.0818,0.2613,0.2365,0.1873,0.217,0.1813,0.1428,0.1744,93.49,85.47,81.77,80.4,79.45,78.4,77.85,2365.06,1.62,1.67,1.71
213,2010-10-01,,0.0937,0.089,0.0873,0.0854,0.2599,0.2355,0.1888,0.2167,0.1817,0.1439,0.1755,96.89,89.08,85.25,83.89,82.91,81.96,81.42,2425.06,1.59,1.65,1.72
214,2010-11-01,,0.0948,0.0902,0.0885,0.0866,0.2599,0.2355,0.1888,0.2167,0.1817,0.1439,0.1755,98.73,91.11,87.46,86.07,85.07,84.11,83.63,2442.95,1.62,1.67,1.74
215,2010-12-01,,0.0948,0.0902,0.0885,0.0866,0.2599,0.2355,0.1888,0.2167,0.1817,0.1439,0.1755,99.21,91.35,87.8,86.42,85.36,84.24,83.74,2454.45,1.66,1.71,1.77
216,2011-01-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,101.52,94.13,90.46,89.07,87.99,86.86,86.34,2480.1,1.68,1.73,1.79
217,2011-02-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,107.33,99.67,96.2,94.78,93.8,92.75,92.25,2479.1,1.7,1.75,1.82
218,2011-03-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,114.25,106.7,103.13,101.74,100.59,99.67,99.11,2480.2,1.76,1.81,1.9
219,2011-04-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,116.06,108.61,104.93,103.49,102.54,101.39,100.89,2422.8,1.79,1.84,1.93
220,2011-05-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,111.72,104.08,100.55,99.19,98.15,97.01,96.49,2302.8,1.82,1.87,1.93
221,2011-06-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,108.84,101.1,97.63,96.28,95.24,94.39,93.85,2311.9,1.77,1.82,1.88
222,2011-07-01,,0.0943,0.0901,0.0886,0.0865,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,105.57,97.28,93.56,92.33,91.32,90.38,89.84,2297.45,1.71,1.77,1.82
223,2011-08-01,,0.0955,0.0912,0.0897,0.0876,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,101.27,93.64,89.87,88.71,87.58,86.37,85.83,2264.45,1.68,1.73,1.79
224,2011-09-01,,0.0955,0.0912,0.0897,0.0876,0.2704,0.2437,0.1979,0.223,0.1901,0.1525,0.1821,106.64,99.11,95.38,94.18,93.16,92.19,91.68,2259.85,1.71,1.76,1.82
225,2011-10-01,,0.0974,0.0932,0.0917,0.0895,0.2678,0.2416,0.1965,0.2213,0.1888,0.1519,0.1813,108.6,101.03,97.2,96.11,95.1,94.09,93.55,2268.13,1.73,1.78,1.85
226,2011-11-01,,0.0976,0.0934,0.0919,0.0897,0.2678,0.2416,0.1965,0.2213,0.1888,0.1519,0.1813,114.3,106.76,102.96,101.81,100.79,99.78,99.21,2269.3,1.72,1.77,1.89
227,2011-12-01,,0.0976,0.0934,0.0919,0.0897,0.2678,0.2416,0.1965,0.2213,0.1888,0.1519,0.1813,115.76,108.36,104.53,103.25,102.24,101.09,100.48,2295.3,1.72,1.77,1.93
228,2012-01-01,,0.0998,0.0955,0.0941,0.0923,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,115.25,107.62,103.92,102.79,101.78,100.82,100.21,2287.95,1.73,1.78,1.92
229,2012-02-01,,0.0998,0.0955,0.0941,0.0923,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,116.9,109.08,105.36,104.22,103.17,102.07,101.52,2307.95,1.76,1.81,1.95
230,2012-03-01,,0.0998,0.0955,0.0941,0.0923,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,119.56,111.87,108.05,106.89,105.88,104.97,104.36,2302.95,1.84,1.89,1.96
231,2012-04-01,,0.0998,0.0955,0.0941,0.0923,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,117.23,109.58,105.78,104.63,103.61,102.59,101.98,2212.0,1.88,1.94,1.96
232,2012-05-01,,0.0998,0.0955,0.0941,0.0923,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,115.1,107.29,103.69,102.33,101.3,100.3,99.74,2145.5,1.86,1.92,1.94
233,2012-06-01,,0.0998,0.0955,0.0941,0.0923,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,109.47,101.81,98.03,96.86,95.83,94.63,94.12,2165.0,1.8,1.85,1.87
234,2012-07-01,,0.1,0.0958,0.0943,0.0925,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,109.94,102.25,98.45,97.31,96.18,95.33,94.72,2164.13,1.76,1.82,1.85
235,2012-08-01,,0.1,0.0958,0.0943,0.0925,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,117.06,109.19,105.22,104.21,103.06,102.28,101.78,2177.23,1.83,1.89,1.94
236,2012-09-01,,0.1,0.0958,0.0943,0.0925,0.2575,0.2341,0.1916,0.216,0.1848,0.1491,0.1772,119.26,111.4,107.49,106.42,105.3,104.69,104.02,2182.8,1.87,1.93,1.97
237,2012-10-01,,0.1008,0.0966,0.0951,0.093,0.2538,0.2318,0.1907,0.2148,0.1838,0.149,0.1766,118.8,110.92,107.09,105.96,104.77,103.91,103.28,2224.78,1.86,1.92,1.97
238,2012-11-01,,0.1008,0.0966,0.0951,0.093,0.2538,0.2318,0.1907,0.2148,0.1838,0.149,0.1766,114.16,106.42,102.58,101.41,100.2,99.28,98.66,2234.28,1.76,1.82,1.95
239,2012-12-01,,0.1008,0.0966,0.0951,0.093,0.2538,0.2318,0.1907,0.2148,0.1838,0.149,0.1766,112.64,104.84,101.12,100.01,98.62,97.74,97.07,2284.78,1.74,1.8,1.92
240,2013-01-01,,0.0999,0.0956,0.0942,0.0921,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,113.16,105.27,101.55,100.42,99.14,98.33,97.76,2325.05,1.74,1.79,1.9
241,2013-02-01,,0.0999,0.0956,0.0942,0.0921,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,116.63,108.84,105.17,104.04,102.83,101.88,101.34,2387.55,1.81,1.87,1.94
242,2013-03-01,,0.0999,0.0956,0.0942,0.0921,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,112.85,104.65,100.98,99.81,98.62,97.76,97.17,2410.05,1.82,1.88,1.92
243,2013-04-01,,0.0999,0.0956,0.0942,0.0921,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,110.34,102.4,98.8,97.63,96.34,95.41,94.79,2389.05,1.78,1.84,1.88
244,2013-05-01,,0.0999,0.0956,0.0942,0.0921,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,107.18,99.17,95.59,94.29,93.17,92.21,91.57,2314.55,1.75,1.8,1.85
245,2013-06-01,,0.1009,0.0952,0.0937,0.0916,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,107.61,99.71,96.09,94.93,93.8,92.96,92.3,2328.65,1.78,1.83,1.88
246,2013-07-01,,0.1009,0.0952,0.0937,0.0916,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,110.91,103.0,99.39,98.26,97.08,96.18,95.56,2333.65,1.79,1.84,1.89
247,2013-08-01,,0.1009,0.0952,0.0937,0.0916,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,112.61,104.66,101.06,99.84,98.64,97.85,97.17,2350.45,1.8,1.85,1.9
248,2013-09-01,,0.1009,0.0952,0.0937,0.0916,0.2507,0.2294,0.1888,0.2125,0.1822,0.1488,0.1759,115.1,107.3,103.7,102.52,101.33,100.41,99.83,2370.45,1.81,1.87,1.91
249,2013-10-01,,0.1004,0.0947,0.0934,0.0911,0.2508,0.2295,0.1889,0.2127,0.1824,0.149,0.1761,111.72,103.86,100.28,99.07,97.79,96.91,96.23,2444.65,1.76,1.82,1.89
250,2013-11-01,,0.101,0.0953,0.0938,0.0914,0.2508,0.2295,0.1889,0.2127,0.1824,0.149,0.1761,111.17,103.17,99.68,98.5,97.23,96.35,95.76,2488.04,1.72,1.78,1.86
251,2013-12-01,,0.101,0.0953,0.0938,0.0914,0.2508,0.2295,0.1889,0.2127,0.1824,0.149,0.1761,114.46,106.39,103.17,101.73,100.45,99.5,98.86,2501.67,1.72,1.78,1.87
252,2014-01-01,,0.1012,0.0956,0.0941,0.0916,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,115.91,108.04,104.43,103.23,101.84,100.98,100.39,2515.31,1.71,1.76,1.87
253,2014-02-01,,0.1012,0.0956,0.0941,0.0916,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,114.61,106.79,103.19,102.07,100.77,99.96,99.43,2512.58,1.71,1.77,1.87
254,2014-03-01,,0.1013,0.0957,0.0941,0.0916,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,112.91,105.0,101.37,100.26,98.99,98.17,97.56,2490.76,1.72,1.78,1.85
255,2014-04-01,,0.1036,0.0979,0.0963,0.0938,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,112.66,104.84,101.26,100.11,98.95,98.12,97.54,2426.18,1.73,1.78,1.86
256,2014-05-01,,0.104,0.0983,0.0967,0.0942,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,113.42,105.51,101.88,100.71,99.55,98.79,98.16,2343.27,1.76,1.81,1.85
257,2014-06-01,,0.104,0.0983,0.0967,0.0942,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,114.1,106.26,102.61,101.44,100.19,99.43,98.81,2349.38,1.76,1.82,1.84
258,2014-07-01,,0.104,0.0983,0.0967,0.0942,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,112.6,104.77,101.15,100.01,98.79,97.95,97.39,2352.65,1.78,1.84,1.85
259,2014-08-01,,0.104,0.0983,0.0967,0.0942,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,113.23,104.94,101.24,100.06,98.78,98.05,97.45,2372.84,1.76,1.81,1.83
260,2014-09-01,,0.104,0.0983,0.0967,0.0942,0.2523,0.2311,0.1915,0.2149,0.1852,0.1519,0.1788,111.9,103.49,99.88,98.74,97.5,96.67,96.09,2393.02,1.75,1.8,1.81
261,2014-10-01,,0.1032,0.0976,0.0962,0.0938,0.2523,0.2312,0.1916,0.2149,0.1852,0.1519,0.1788,107.84,99.63,96.18,94.93,93.73,92.77,92.18,2420.95,1.73,1.79,1.79
262,2014-11-01,,0.1032,0.0976,0.0962,0.0938,0.2523,0.2312,0.1916,0.2149,0.1852,0.1519,0.1788,104.59,96.37,92.92,91.69,90.52,89.58,89.02,2435.67,1.67,1.73,1.74
263,2014-12-01,,0.1032,0.0976,0.0962,0.0938,0.2523,0.2312,0.1916,0.2149,0.1852,0.1519,0.1788,93.74,85.43,81.9,80.67,79.52,78.53,77.96,2456.95,1.58,1.64,1.68
264,2015-01-01,,0.1016,0.0961,0.0945,0.0917,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,85.78,77.53,74.1,72.76,71.63,70.68,70.08,2474.56,1.48,1.55,1.58
265,2015-02-01,,0.0994,0.0939,0.0924,0.0895,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,85.91,77.75,74.4,73.18,71.85,71.07,70.47,2467.29,1.4,1.47,1.51
266,2015-03-01,,0.0993,0.0938,0.0922,0.0894,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,89.09,81.1,77.6,76.25,75.27,74.34,73.74,2390.89,1.48,1.54,1.58
267,2015-04-01,,0.0976,0.0921,0.0905,0.0877,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,87.42,78.82,75.23,74.15,72.95,72.15,71.59,2331.6,1.49,1.55,1.57
268,2015-05-01,,0.0976,0.0921,0.0905,0.0877,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,91.57,83.03,79.44,78.36,77.13,76.33,75.76,2215.93,1.53,1.6,1.6
269,2015-06-01,,0.0971,0.0916,0.09,0.0871,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,89.91,81.5,77.84,76.82,75.75,74.93,74.41,2188.46,1.55,1.62,1.6
270,2015-07-01,,0.0969,0.0914,0.0899,0.0869,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,87.35,78.86,75.21,74.12,72.93,72.2,71.68,2183.74,1.57,1.63,1.58
271,2015-08-01,,0.0969,0.0914,0.0899,0.0869,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,83.36,74.85,71.23,70.12,68.84,68.04,67.5,2194.54,1.53,1.6,1.53
272,2015-09-01,,0.0965,0.0911,0.0896,0.0866,0.2586,0.2373,0.1982,0.221,0.192,0.1591,0.1865,83.23,74.81,71.23,70.13,68.84,68.04,67.51,2224.97,1.47,1.54,1.51
273,2015-10-01,,0.0927,0.0872,0.0855,0.0824,0.2583,0.237,0.1981,0.2208,0.1919,0.159,0.1864,83.57,75.2,71.57,70.51,69.23,68.43,67.89,2242.11,1.48,1.55,1.54
274,2015-11-01,,0.0927,0.0872,0.0855,0.0824,0.2583,0.237,0.1981,0.2208,0.1919,0.159,0.1864,89.36,80.77,77.06,75.99,74.84,74.04,73.48,2254.54,1.47,1.53,1.53
275,2015-12-01,,0.0927,0.0872,0.0855,0.0824,0.2583,0.237,0.1981,0.2208,0.1919,0.159,0.1864,77.72,69.37,65.71,64.37,63.33,62.65,62.02,2269.54,1.43,1.49,1.5
276,2016-01-01,,0.0978,0.0926,0.0901,0.0868,0.2595,0.2385,0.2005,0.2226,0.1941,0.1601,0.1877,75.82,67.28,63.48,62.5,61.37,60.64,60.05,2287.83,1.35,1.41,1.41
277,2016-02-01,,0.0978,0.0926,0.09,0.0867,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,74.05,65.46,61.78,60.73,59.54,58.86,58.24,2281.54,1.32,1.38,1.35
278,2016-03-01,,0.0978,0.0926,0.09,0.0867,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,76.74,68.09,64.45,63.38,62.1,61.32,60.81,2266.97,1.33,1.4,1.37
279,2016-04-01,,0.0971,0.0919,0.0894,0.0861,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,78.17,69.64,65.97,64.92,63.74,62.93,62.4,2216.23,1.38,1.45,1.41
280,2016-05-01,,0.0971,0.0919,0.0894,0.0861,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,82.87,74.31,70.67,69.7,68.46,67.63,67.11,2115.51,1.43,1.5,1.45
281,2016-06-01,,0.0969,0.0917,0.0892,0.0859,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,85.35,77.22,73.6,72.65,71.35,70.62,70.12,2106.94,1.46,1.53,1.48
282,2016-07-01,,0.0965,0.0913,0.0888,0.0855,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,83.15,74.99,71.43,70.45,69.06,68.33,67.79,2118.17,1.44,1.51,1.46
283,2016-08-01,,0.0965,0.0913,0.0888,0.0855,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,80.21,72.15,68.44,67.5,66.11,65.35,64.83,2118.6,1.4,1.48,1.45
284,2016-09-01,,0.0965,0.0913,0.0888,0.0855,0.2587,0.2379,0.2002,0.2222,0.194,0.1601,0.1881,82.92,74.76,71.23,70.22,68.75,67.98,67.47,2135.4,1.44,1.51,1.48
285,2016-10-01,,0.0935,0.0883,0.086,0.0825,0.2587,0.2379,0.2003,0.2223,0.194,0.1602,0.1882,87.94,79.79,76.27,75.25,73.8,73.03,72.5,2156.83,1.47,1.53,1.51
286,2016-11-01,,0.0935,0.0883,0.086,0.0825,0.2587,0.2379,0.2003,0.2223,0.194,0.1602,0.1882,84.98,76.84,73.41,72.34,70.78,70.02,69.53,2172.26,1.47,1.53,1.52
287,2016-12-01,,0.0935,0.0883,0.086,0.0825,0.2587,0.2379,0.2003,0.2223,0.194,0.1602,0.1882,90.54,82.32,78.93,77.84,76.48,75.74,75.23,2182.11,1.46,1.53,1.53
288,2017-01-01,,0.0936,0.0884,0.0861,0.0826,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,94.79,86.49,83.13,82.08,80.69,79.98,79.46,2219.83,1.52,1.6,1.59
289,2017-02-01,,0.0936,0.0884,0.0861,0.0826,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,91.9,83.72,80.17,79.26,77.94,77.2,76.66,2259.69,1.53,1.61,1.61
290,2017-03-01,,0.0936,0.0884,0.0861,0.0826,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,89.12,80.93,77.37,76.39,75.11,74.39,73.94,2244.26,1.51,1.59,1.59
291,2017-04-01,,0.0942,0.089,0.0867,0.0832,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,90.16,81.94,78.43,77.41,76.04,75.33,74.81,2204.66,1.5,1.58,1.58
292,2017-05-01,,0.0951,0.0901,0.0878,0.0843,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,87.13,78.96,75.42,74.43,73.05,72.29,71.82,2105.66,1.49,1.57,1.57
293,2017-06-01,,0.0927,0.0877,0.0856,0.0823,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,84.96,76.74,73.2,72.18,70.78,70.1,69.58,2100.51,1.48,1.56,1.55
294,2017-07-01,,0.0927,0.0877,0.0856,0.0823,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,85.42,77.27,73.76,72.61,71.16,70.49,69.96,2085.09,1.46,1.54,1.52
295,2017-08-01,,0.0927,0.0877,0.0856,0.0823,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,87.7,79.7,76.09,75.03,73.63,72.96,72.44,2083.03,1.48,1.57,1.55
296,2017-09-01,,0.0927,0.0877,0.0856,0.0823,0.2587,0.2378,0.201,0.2225,0.195,0.1619,0.1885,90.48,82.47,78.92,77.83,76.42,75.77,75.23,2101.89,1.51,1.6,1.58
297,2017-10-01,,0.0934,0.0885,0.0863,0.0829,0.2587,0.2378,0.2011,0.2225,0.195,0.1619,0.1885,92.53,84.48,80.91,79.82,78.46,77.81,77.27,2125.11,1.53,1.62,1.61
298,2017-11-01,,0.0934,0.0885,0.0863,0.0829,0.2587,0.2378,0.2011,0.2225,0.195,0.1619,0.1885,95.75,87.69,84.1,83.06,81.65,81.01,80.47,2151.69,1.55,1.63,1.63
299,2017-12-01,,0.0934,0.0885,0.0863,0.0829,0.2587,0.2378,0.2011,0.2225,0.195,0.1619,0.1885,97.01,89.1,85.58,84.54,82.93,82.37,81.77,2203.04,1.55,1.63,1.63
300,2018-01-01,,0.0966,0.0919,0.0897,0.0864,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,102.92,94.74,91.21,90.13,88.75,88.1,87.56,2230.19,1.56,1.64,1.65
301,2018-02-01,,0.0966,0.0919,0.0897,0.0864,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,98.32,90.1,86.62,85.48,83.87,83.18,82.69,2232.34,1.58,1.66,1.67
302,2018-03-01,,0.0966,0.0919,0.0897,0.0864,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,98.32,90.37,86.9,85.78,84.24,83.57,83.11,2209.45,1.54,1.63,1.64
303,2018-04-01,,0.0966,0.0919,0.0897,0.0864,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,102.76,94.67,91.2,90.01,88.26,87.59,87.07,2203.81,1.58,1.66,1.67
