,monate,Gas_Verbrauchstyp_1_kWh,Gas_Verbrauchstyp_2_kWh,Gas_Verbrauchstyp_3_kWh,Gas_Verbrauchstyp_4_kWh,Gas_Verbrauchstyp_5_kWh,Elektrizität_Verbrauchstyp_1_kWh,Elektrizität_Verbrauchstyp_2_kWh,Elektrizität_Verbrauchstyp_3_kWh,Elektrizität_Verbrauchstyp_4_kWh,Elektrizität_Verbrauchstyp_5_kWh,Elektrizität_Verbrauchstyp_6_kWh,Elektrizität_Verbrauchstyp_7_kWh,HeizölBM_800_1500_100l,Heizöl_BM_1501_3000_100l,Heizöl_BM_3001_6000_100l,Heizöl_BM_6001_9000_100l,Heizöl_BM_9001_14_000_100l,Heizöl_BM_14_001_20000_100l,Heizöl_BM_20000_plus_100l,Holz_6t,Bleifrei_95,Bleifrei_98,Diesel
304,2018-05-01,,0.0966,0.0919,0.0897,0.0864,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,107.07,98.93,95.29,94.25,92.99,92.35,91.87,2099.97,1.65,1.74,1.74
305,2018-06-01,,0.0966,0.0919,0.0897,0.0864,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,107.11,98.97,95.34,94.28,92.99,92.3,91.8,2090.19,1.68,1.77,1.77
306,2018-07-01,,0.097,0.0923,0.0901,0.0868,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,107.22,99.14,95.51,94.47,93.19,92.54,92.04,2099.25,1.66,1.76,1.76
307,2018-08-01,,0.097,0.0923,0.0901,0.0868,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,107.83,99.65,96.17,95.03,93.52,92.86,92.41,2116.96,1.66,1.76,1.76
308,2018-09-01,,0.097,0.0923,0.0901,0.0868,0.2638,0.2429,0.2073,0.2272,0.2009,0.1693,0.1945,110.26,102.05,98.55,97.46,96.1,95.4,94.92,2129.83,1.68,1.77,1.78
309,2018-10-01,,0.1021,0.0975,0.0952,0.0919,0.2638,0.243,0.2074,0.2273,0.2009,0.1695,0.1946,118.63,110.39,106.84,105.8,104.38,103.69,103.19,2140.97,1.69,1.79,1.79
310,2018-11-01,,0.1021,0.0975,0.0952,0.0919,0.2638,0.243,0.2074,0.2273,0.2009,0.1695,0.1946,120.2,112.02,108.2,107.28,105.47,104.74,104.21,2170.11,1.68,1.78,1.85
311,2018-12-01,,0.1021,0.0975,0.0952,0.0919,0.2638,0.243,0.2074,0.2273,0.2009,0.1695,0.1946,106.38,98.25,94.39,93.51,92.2,91.45,90.94,2179.54,1.59,1.68,1.8
312,2019-01-01,,0.1034,0.0988,0.0965,0.0932,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,97.74,89.57,86.05,84.94,83.35,82.66,82.13,2205.26,1.54,1.64,1.74
313,2019-02-01,,0.1034,0.0988,0.0965,0.0932,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,103.06,95.03,91.37,90.34,88.96,88.22,87.69,2226.17,1.53,1.63,1.73
314,2019-03-01,,0.1034,0.0988,0.0965,0.0932,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,105.1,97.04,93.36,92.38,91.09,90.35,89.85,2219.57,1.55,1.65,1.75
315,2019-04-01,,0.1029,0.0984,0.0961,0.0927,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,104.44,96.37,92.72,91.71,90.42,89.69,89.19,2156.87,1.61,1.7,1.76
316,2019-05-01,,0.1029,0.0984,0.0961,0.0927,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,107.48,99.41,95.75,94.75,93.42,92.68,92.18,2041.46,1.67,1.76,1.81
317,2019-06-01,,0.1029,0.0984,0.0961,0.0927,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,99.41,91.36,87.79,86.74,85.34,84.61,84.09,2046.6,1.65,1.74,1.78
318,2019-07-01,,0.1027,0.0982,0.0959,0.0925,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,103.0,94.94,91.32,90.32,88.99,88.27,87.74,2076.94,1.64,1.73,1.73
319,2019-08-01,,0.1027,0.0982,0.0959,0.0925,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,100.79,92.76,89.2,88.18,86.7,85.97,85.44,2091.04,1.64,1.73,1.73
320,2019-09-01,,0.1027,0.0982,0.0959,0.0925,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1985,102.89,94.9,91.33,90.34,88.81,88.08,87.54,2113.78,1.59,1.68,1.71
321,2019-10-01,,0.1004,0.0958,0.094,0.0906,0.2652,0.2441,0.2107,0.2276,0.204,0.174,0.1984,101.77,93.66,90.23,89.18,87.6,86.88,86.3,2125.78,1.59,1.68,1.74
322,2019-11-01,,0.1004,0.0958,0.094,0.0906,0.2655,0.2443,0.2109,0.2279,0.2042,0.174,0.1986,99.65,91.63,88.07,87.08,85.81,85.07,84.55,2151.3,1.57,1.66,1.74
323,2019-12-01,,0.1004,0.0958,0.094,0.0906,0.2655,0.2443,0.2109,0.2279,0.2042,0.174,0.1986,100.67,92.64,89.15,88.1,86.82,86.11,85.56,2176.98,1.57,1.67,1.71
324,2020-01-01,,0.0979,0.0934,0.0917,0.0884,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,101.18,93.16,89.65,88.62,87.29,86.52,85.99,2192.5,1.59,1.68,1.72
325,2020-02-01,,0.0979,0.0934,0.0917,0.0884,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,92.35,84.34,80.8,79.76,78.32,77.58,77.04,2211.46,1.55,1.66,1.67
326,2020-03-01,,0.0979,0.0934,0.0917,0.0884,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,83.51,75.51,72.27,71.01,69.22,68.5,67.9,2185.86,1.49,1.59,1.6
327,2020-04-01,,0.0976,0.0931,0.0913,0.0881,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,77.3,69.17,66.25,64.84,62.87,62.16,61.5,2135.74,1.41,1.51,1.52
328,2020-05-01,,0.0964,0.0919,0.0901,0.0869,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,75.51,67.44,64.32,63.03,60.88,60.09,59.55,2015.33,1.38,1.48,1.48
329,2020-06-01,,0.0964,0.0919,0.0901,0.0869,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,77.4,69.57,66.43,65.16,63.39,62.67,62.0,1984.88,1.39,1.49,1.49
330,2020-07-01,,0.0962,0.0918,0.09,0.0868,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,78.8,70.83,67.28,66.15,64.67,63.94,63.44,1990.08,1.4,1.5,1.5
331,2020-08-01,,0.0962,0.0918,0.09,0.0868,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,77.8,69.86,66.28,65.21,63.82,63.06,62.55,2020.14,1.39,1.49,1.5
332,2020-09-01,,0.0962,0.0918,0.09,0.0868,0.2651,0.2439,0.2107,0.227,0.2037,0.174,0.1979,75.11,67.13,63.5,62.43,61.02,60.27,59.76,2069.92,1.4,1.49,1.5
333,2020-10-01,,0.0941,0.0897,0.0879,0.0846,0.265,0.2438,0.2106,0.2269,0.2036,0.1739,0.1978,75.77,67.7,64.16,63.08,61.68,60.93,60.43,2077.12,1.39,1.49,1.5
334,2020-11-01,,0.0941,0.0897,0.0879,0.0846,0.265,0.2438,0.2106,0.2269,0.2036,0.1739,0.1978,74.38,66.3,62.73,61.62,60.19,59.45,58.94,2094.32,1.39,1.49,1.5
335,2020-12-01,,0.0941,0.0897,0.0879,0.0846,0.265,0.2438,0.2106,0.2269,0.2036,0.1739,0.1978,80.96,72.94,69.36,68.25,66.79,66.05,65.54,2112.72,1.41,1.51,1.51
336,2021-01-01,,0.096,0.0911,0.0892,0.0858,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,83.54,76.01,72.36,70.8,69.38,68.65,68.14,2120.54,1.48,1.57,1.57
337,2021-02-01,,0.096,0.0911,0.0892,0.0858,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,86.51,78.98,75.36,73.78,72.26,71.52,71.01,2136.28,1.54,1.63,1.63
338,2021-03-01,,0.0965,0.0914,0.0892,0.085,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,92.33,84.71,81.02,79.51,78.14,77.42,76.92,2137.33,1.61,1.7,1.7
339,2021-04-01,,0.0963,0.0913,0.089,0.0848,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,91.08,83.44,79.8,78.34,76.92,76.19,75.7,2075.56,1.63,1.72,1.72
340,2021-05-01,,0.0963,0.0913,0.089,0.0848,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,92.26,84.69,81.0,79.49,78.06,77.35,76.86,1980.88,1.64,1.74,1.73
341,2021-06-01,,0.0963,0.0913,0.089,0.0848,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,94.98,87.41,83.75,82.23,80.79,80.06,79.55,1984.33,1.66,1.75,1.74
342,2021-07-01,,0.0966,0.0914,0.0891,0.0848,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,97.83,90.05,86.4,84.89,83.48,82.75,82.25,1988.9,1.71,1.8,1.79
343,2021-08-01,,0.0966,0.0914,0.0891,0.0848,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,96.37,88.63,85.01,83.5,82.06,81.31,80.83,2013.64,1.71,1.8,1.77
344,2021-09-01,,0.0966,0.0914,0.0891,0.0848,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,98.69,90.95,87.36,85.77,84.33,83.58,83.11,2038.02,1.7,1.79,1.75
345,2021-10-01,,0.1046,0.0993,0.0967,0.0927,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,108.63,100.93,97.28,95.68,94.13,93.37,92.89,2076.59,1.76,1.85,1.81
346,2021-11-01,,0.1064,0.1012,0.0986,0.0946,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,111.18,103.52,99.89,98.27,96.41,95.63,95.17,2140.61,1.81,1.9,1.86
347,2021-12-01,,0.1064,0.1012,0.0986,0.0946,0.2723,0.249,0.2144,0.2304,0.2061,0.1746,0.1993,106.96,99.21,95.85,94.08,92.38,91.6,91.11,2368.62,1.78,1.87,1.83
348,2022-01-01,,0.1316,0.1267,0.1241,0.1195,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,114.33,106.17,102.5,101.42,100.4,99.61,99.09,2576.72,1.76,1.86,1.82
349,2022-02-01,,0.1321,0.1272,0.1246,0.1197,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,123.28,115.01,111.15,110.17,109.16,108.33,107.82,2762.58,1.86,1.95,1.91
350,2022-03-01,,0.1336,0.1287,0.1261,0.1212,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,137.2,128.63,124.93,123.95,122.95,122.05,121.53,2842.32,2.0,2.1,2.12
351,2022-04-01,,0.1341,0.1293,0.1266,0.1218,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,151.95,143.95,140.16,138.94,137.91,137.09,136.61,2798.47,2.04,2.13,2.2
352,2022-05-01,,0.1353,0.1304,0.1278,0.1229,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,159.17,151.35,147.49,146.17,145.16,144.33,143.86,2814.42,2.06,2.16,2.26
353,2022-06-01,,0.1382,0.1333,0.1307,0.1258,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,169.29,161.33,157.71,156.39,155.41,154.6,154.02,2906.72,2.25,2.37,2.34
354,2022-07-01,,0.1509,0.146,0.1434,0.1378,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,164.02,156.06,152.39,151.04,150.03,149.2,148.64,3041.16,2.24,2.38,2.37
355,2022-08-01,,0.1524,0.1475,0.1449,0.1393,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,169.81,161.92,158.53,157.13,156.15,155.37,154.86,3326.75,2.15,2.28,2.33
356,2022-09-01,,0.1524,0.1475,0.1449,0.14,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,158.48,150.68,146.87,145.77,144.79,144.03,143.48,3680.18,2.02,2.15,2.28
357,2022-10-01,,0.1744,0.1694,0.1669,0.1619,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,165.44,156.31,152.77,151.44,150.42,149.08,148.5,3964.9,1.9,2.02,2.2
358,2022-11-01,,0.1781,0.1731,0.1706,0.1656,0.2765,0.2534,0.219,0.2346,0.2107,0.18,0.2049,152.8,144.06,140.09,139.18,138.18,137.46,136.85,4023.35,1.92,2.05,2.26
359,2022-12-01,,0.1781,0.1731,0.1706,0.1656,0.2765,0.2532,0.2191,0.2344,0.2108,0.1802,0.2048,143.39,135.15,131.21,130.34,129.37,128.55,127.99,4012.95,1.79,1.92,2.09
360,2023-01-01,,0.1823,0.1774,0.1749,0.1699,0.3365,0.3126,0.2771,0.2935,0.2685,0.2343,0.2614,139.68,131.3,127.33,126.49,125.53,124.67,124.12,4003.23,1.77,1.89,2.06
361,2023-02-01,,0.1819,0.177,0.1745,0.1695,0.3365,0.3126,0.2771,0.2935,0.2685,0.2343,0.2614,131.84,123.34,119.64,118.63,117.65,116.93,116.42,3889.78,1.82,1.94,2.04
362,2023-03-01,,0.1809,0.176,0.1735,0.1685,0.3365,0.3126,0.2771,0.2935,0.2685,0.2343,0.2614,128.64,120.07,116.31,115.33,114.34,113.62,113.09,3746.66,1.82,1.94,2.02
363,2023-04-01,,,,,,,,,,,,,,,,,,,,,,,
364,2023-05-01,,,,,,,,,,,,,,,,,,,,,,,
365,2023-06-01,,,,,,,,,,,,,,,,,,,,,,,
366,2023-07-01,,,,,,,,,,,,,,,,,,,,,,,
367,2023-08-01,,,,,,,,,,,,,,,,,,,,,,,
368,2023-09-01,,,,,,,,,,,,,,,,,,,,,,,
369,2023-10-01,,,,,,,,,,,,,,,,,,,,,,,
370,2023-11-01,,,,,,,,,,,,,,,,,,,,,,,
371,2023-12-01,,,,,,,,,,,,,,,,,,,,,,,
372,,,,,,,,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,,,,,,,,Quelle: LIK / Source: IPC
